Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
01/26/2022,Oregon,2021,16,2021-04-24,789,702,,174,31,31,0,37,,12,14,126,38,29,22,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
01/26/2022,Oregon,2021,17,2021-05-01,776,705,,167,42,35,,26,,,18,139,33,36,31,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,18,2021-05-08,777,687,,156,15,41,,23,17,,19,150,41,47,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,19,2021-05-15,809,738,,169,25,31,,33,14,,,135,46,52,50,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
01/26/2022,Oregon,2021,20,2021-05-22,823,735,,152,31,46,,27,10,17,12,143,49,61,49,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
01/26/2022,Oregon,2021,21,2021-05-29,780,700,,165,35,27,,36,11,,14,129,36,36,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,22,2021-06-05,799,694,,153,23,40,,37,,,,135,36,38,31,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
01/26/2022,Oregon,2021,23,2021-06-12,788,710,,167,27,45,,52,,,10,144,40,31,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,24,2021-06-19,773,690,,143,20,42,,40,10,,13,164,39,30,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,25,2021-06-26,767,688,,161,24,24,,36,17,,12,134,43,18,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,26,2021-07-03,941,727,,152,39,42,,29,,,25,153,49,19,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,27,2021-07-10,788,673,,164,25,33,,30,11,,13,134,45,18,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,28,2021-07-17,789,700,,158,28,32,,32,20,,11,155,31,21,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,29,2021-07-24,809,718,,175,33,34,,35,,,10,158,46,24,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,30,2021-07-31,822,738,,162,30,34,,37,11,,17,139,43,33,28,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,31,2021-08-07,803,725,,170,27,40,,30,14,10,18,131,31,59,52,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
01/26/2022,Oregon,2021,32,2021-08-14,872,784,,162,33,42,,40,11,10,22,153,39,89,82,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
01/26/2022,Oregon,2021,33,2021-08-21,941,873,,163,25,35,,29,,,14,154,44,150,143,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,34,2021-08-28,981,898,,169,22,42,,26,12,,16,148,43,191,179,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,35,2021-09-04,1063,981,,182,34,47,,29,12,,22,143,45,249,236,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,36,2021-09-11,1007,943,,156,34,33,,46,12,,27,161,34,226,210,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,37,2021-09-18,993,921,,164,35,43,,42,,,34,127,42,217,201,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,38,2021-09-25,1017,937,,170,24,41,,25,13,,34,166,48,201,192,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,39,2021-10-02,948,887,,149,25,47,,41,,,29,154,44,166,147,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,40,2021-10-09,973,912,,168,27,39,10,33,,12,37,163,54,169,152,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
01/26/2022,Oregon,2021,41,2021-10-16,959,892,,173,26,37,,40,15,,34,163,51,123,108,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,42,2021-10-23,953,882,,172,30,50,,39,11,,29,149,63,139,118,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,43,2021-10-30,919,856,,146,32,40,,41,,,30,169,51,130,108,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,44,2021-11-06,871,820,,170,27,42,,36,,,25,152,40,100,91,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,45,2021-11-13,869,811,,154,22,44,,32,11,,43,161,51,82,72,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,46,2021-11-20,876,819,,142,29,47,,25,,,36,156,46,84,81,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,47,2021-11-27,855,810,,152,24,39,,45,10,11,30,137,53,86,75,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
01/26/2022,Oregon,2021,48,2021-12-04,843,780,,166,32,26,,38,11,,29,141,48,78,68,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,49,2021-12-11,918,848,,180,24,48,,41,16,12,37,163,46,78,60,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
01/26/2022,Oregon,2021,50,2021-12-18,853,791,,162,27,42,14,37,,,27,146,53,69,57,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2021,51,2021-12-25,792,740,,158,24,28,,36,,11,43,138,46,59,53,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
01/26/2022,Oregon,2021,52,2022-01-01,780,737,,160,19,29,12,45,13,,33,127,55,61,56,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2022,1,2022-01-08,470,447,,82,11,13,,17,,,38,72,32,49,43,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Oregon,2022,2,2022-01-15,361,352,,56,17,15,,22,,,24,67,25,33,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Pennsylvania,2020,1,2020-01-04,2785,2572,50,562,65,74,82,135,56,55,64,667,150,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,2,2020-01-11,2849,2630,50,578,78,76,62,153,59,59,61,712,145,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,3,2020-01-18,2862,2632,61,581,76,83,71,141,57,41,54,655,164,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,4,2020-01-25,2795,2562,40,583,83,71,70,128,62,66,49,657,146,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,5,2020-02-01,2810,2575,51,595,79,78,70,134,54,61,40,622,145,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,6,2020-02-08,2787,2550,46,514,78,76,64,144,63,66,46,694,119,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,7,2020-02-15,2811,2600,48,568,76,99,70,149,59,65,41,674,136,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,8,2020-02-22,2704,2519,39,566,77,68,53,145,43,60,54,687,130,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,9,2020-02-29,2774,2542,50,564,78,86,82,129,42,64,59,637,149,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,10,2020-03-07,2786,2549,47,567,95,89,76,160,57,58,55,645,129,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,11,2020-03-14,2833,2588,49,601,70,76,97,148,43,67,56,634,136,0,0,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,12,2020-03-21,2603,2371,43,492,64,87,93,129,54,61,40,586,130,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Pennsylvania,2020,13,2020-03-28,2735,2524,43,534,68,93,79,152,51,66,56,618,139,53,52,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,14,2020-04-04,3003,2778,50,515,101,95,70,131,48,63,52,672,136,210,199,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,15,2020-04-11,3453,3235,52,529,94,95,72,128,47,69,68,676,169,641,623,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,16,2020-04-18,3743,3522,55,537,102,109,68,118,41,71,57,700,132,917,867,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,17,2020-04-25,3823,3603,33,552,113,103,52,136,34,61,45,688,145,1075,1005,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,18,2020-05-02,3564,3318,30,539,87,99,47,128,37,59,37,584,139,945,902,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,19,2020-05-09,3439,3197,40,523,66,89,33,101,41,57,46,679,134,847,797,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,20,2020-05-16,3283,3047,45,531,85,91,30,88,37,59,42,645,117,715,668,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,21,2020-05-23,2977,2715,42,525,74,69,38,100,32,51,41,585,131,511,475,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,22,2020-05-30,2792,2545,24,512,81,74,34,106,30,48,32,554,124,358,328,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,23,2020-06-06,2730,2446,42,493,81,73,22,105,41,46,57,562,116,275,249,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,24,2020-06-13,2573,2322,41,529,65,59,31,102,31,50,42,583,130,207,174,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,25,2020-06-20,2624,2377,37,551,76,61,29,102,37,44,60,584,115,182,149,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,26,2020-06-27,2561,2298,47,517,64,79,31,85,34,42,41,563,124,146,125,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,27,2020-07-04,2595,2334,44,535,73,84,34,99,36,51,48,577,110,139,109,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,28,2020-07-11,2677,2415,54,540,70,88,22,104,40,49,55,568,131,126,104,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,29,2020-07-18,2560,2294,34,484,81,83,24,105,39,45,55,573,120,110,92,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,30,2020-07-25,2535,2264,49,494,74,92,19,101,28,64,52,558,120,95,86,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,31,2020-08-01,2645,2365,46,553,88,67,31,101,28,55,60,586,109,103,91,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,32,2020-08-08,2540,2308,44,518,57,80,36,106,35,45,54,561,134,137,119,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,33,2020-08-15,2661,2398,45,580,81,94,19,101,41,59,49,588,100,125,108,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,34,2020-08-22,2634,2411,57,540,75,87,28,97,48,51,50,577,126,98,90,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,35,2020-08-29,2589,2340,44,545,76,81,35,108,34,37,55,551,133,103,91,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,36,2020-09-05,2604,2327,40,541,76,88,25,110,38,53,37,566,111,86,65,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,37,2020-09-12,2619,2352,32,560,76,75,25,97,40,45,48,577,123,99,82,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,38,2020-09-19,2618,2375,52,515,80,71,25,98,43,42,48,628,96,94,77,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,39,2020-09-26,2678,2416,47,561,84,74,22,99,34,55,24,606,136,94,74,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,40,2020-10-03,2681,2414,47,513,79,85,35,94,39,53,46,612,120,125,109,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,41,2020-10-10,2769,2499,35,564,71,86,32,109,43,52,37,599,147,149,129,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,42,2020-10-17,2669,2428,59,477,79,93,29,103,42,66,51,578,132,154,128,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,43,2020-10-24,2766,2530,57,491,81,95,46,104,36,56,38,614,147,174,143,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,44,2020-10-31,2758,2518,39,525,64,86,29,97,36,51,36,651,142,198,178,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,45,2020-11-07,2984,2742,41,533,80,93,46,122,31,49,63,637,126,316,272,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,46,2020-11-14,3123,2871,48,538,75,115,44,116,37,58,53,647,153,431,381,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,47,2020-11-21,3355,3132,40,532,79,96,47,114,52,70,39,654,160,646,584,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,48,2020-11-28,3659,3415,33,523,95,106,43,118,52,62,49,693,144,889,818,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,49,2020-12-05,3903,3647,40,483,93,107,39,107,49,72,52,691,141,1164,1057,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,50,2020-12-12,4355,4085,53,548,104,101,45,122,53,57,49,752,169,1445,1312,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,51,2020-12-19,4456,4204,46,514,117,118,47,146,37,56,49,834,150,1514,1367,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,52,2020-12-26,4490,4205,47,555,124,120,38,119,50,63,65,734,154,1583,1428,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2020,53,2021-01-02,4426,4167,51,576,116,99,52,113,50,62,45,736,159,1508,1370,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,1,2021-01-09,4005,3718,49,486,99,100,46,131,42,51,47,662,134,1274,1165,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,2,2021-01-16,3888,3654,52,580,109,99,52,117,49,63,57,679,145,1124,1011,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,3,2021-01-23,3849,3606,54,584,98,107,38,110,51,59,47,751,125,1047,919,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,4,2021-01-30,3587,3324,47,549,89,109,34,119,38,69,43,676,165,872,772,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,5,2021-02-06,3393,3134,46,534,99,99,33,104,50,56,44,679,136,671,583,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,6,2021-02-13,3234,2977,61,522,85,84,39,108,44,62,49,665,144,541,452,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,7,2021-02-20,3118,2859,53,559,92,84,40,105,46,50,39,642,134,442,376,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,8,2021-02-27,2893,2645,55,533,73,73,33,99,40,55,37,628,129,332,271,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,9,2021-03-06,2767,2534,48,509,70,71,17,99,38,71,42,632,117,262,209,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,10,2021-03-13,2712,2453,44,541,76,81,27,112,49,67,26,565,125,237,183,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,11,2021-03-20,2834,2586,51,566,82,83,35,105,52,58,45,589,132,215,165,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,12,2021-03-27,2716,2468,39,500,73,79,27,116,37,60,38,599,164,215,174,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,13,2021-04-03,2645,2398,39,526,84,75,26,94,36,57,36,563,124,229,182,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,14,2021-04-10,2790,2526,48,549,76,77,30,111,40,55,45,594,134,254,213,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,15,2021-04-17,2862,2627,45,526,81,74,32,93,38,62,47,639,138,315,283,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,16,2021-04-24,2808,2573,47,511,73,72,28,113,46,65,33,604,149,336,298,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,17,2021-05-01,2705,2467,41,515,90,68,28,109,26,54,37,605,114,261,241,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,18,2021-05-08,2755,2491,39,519,80,61,40,93,40,62,33,603,134,268,237,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,19,2021-05-15,2730,2460,53,546,78,69,23,99,38,48,32,583,125,211,184,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,20,2021-05-22,2726,2431,46,526,76,78,31,105,44,49,40,590,103,200,165,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,21,2021-05-29,2547,2285,39,469,78,69,19,100,29,64,51,568,123,148,128,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,22,2021-06-05,2632,2364,49,556,71,58,39,115,43,55,37,605,110,118,98,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,23,2021-06-12,2420,2151,40,505,68,56,28,88,48,43,42,540,98,101,85,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,24,2021-06-19,2508,2254,48,496,79,63,26,90,53,56,27,607,122,78,67,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,25,2021-06-26,2487,2235,33,552,77,68,33,86,37,49,42,574,128,55,34,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,26,2021-07-03,2518,2249,48,505,84,66,19,116,36,52,34,603,120,38,29,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,27,2021-07-10,2498,2195,50,499,65,64,36,97,47,63,48,543,109,40,29,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,28,2021-07-17,2396,2152,48,543,73,57,18,79,39,59,49,513,124,40,26,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,29,2021-07-24,2457,2171,50,478,73,54,40,94,27,55,49,553,131,32,24,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,30,2021-07-31,2469,2211,40,534,57,73,33,97,44,53,44,565,114,48,42,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,31,2021-08-07,2499,2249,50,548,66,72,18,98,38,41,42,547,120,74,56,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,32,2021-08-14,2634,2385,53,558,69,71,42,104,47,57,55,600,106,85,78,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,33,2021-08-21,2618,2381,63,550,67,69,34,105,32,60,51,588,115,131,114,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,34,2021-08-28,2706,2415,44,517,64,80,37,101,36,61,48,544,121,198,180,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,35,2021-09-04,2800,2574,48,537,65,97,22,105,53,46,62,596,128,240,219,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,36,2021-09-11,2763,2545,48,541,69,74,39,115,44,50,59,596,118,268,241,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,37,2021-09-18,2913,2672,49,549,58,83,42,94,51,60,83,593,123,311,289,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,38,2021-09-25,2917,2651,46,521,71,65,39,88,40,63,61,581,136,366,340,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,39,2021-10-02,3121,2849,58,553,82,71,58,112,45,55,84,616,123,428,387,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,40,2021-10-09,3117,2865,43,498,78,78,33,99,53,59,74,664,139,497,443,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,41,2021-10-16,3100,2848,44,519,67,76,40,133,33,58,62,593,127,516,481,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,42,2021-10-23,3038,2814,38,509,81,81,44,98,43,58,73,618,110,506,461,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,43,2021-10-30,3201,2970,53,551,77,80,44,86,47,62,93,649,137,523,476,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,44,2021-11-06,3088,2846,61,520,77,77,45,110,43,56,88,613,130,466,415,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,45,2021-11-13,3238,3013,61,523,92,84,36,104,48,58,119,623,148,490,442,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,46,2021-11-20,3183,2976,60,521,81,75,41,131,40,62,94,610,132,521,464,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,47,2021-11-27,3391,3213,49,546,74,95,32,88,51,67,126,691,156,606,544,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,48,2021-12-04,3601,3413,62,524,76,106,29,117,53,59,166,689,136,724,671,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,49,2021-12-11,3592,3406,50,551,112,97,59,104,41,57,162,689,145,789,716,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,50,2021-12-18,3605,3417,54,523,84,75,43,116,34,69,173,669,162,810,753,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,51,2021-12-25,3482,3305,47,506,75,86,55,115,46,64,153,660,125,791,726,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2021,52,2022-01-01,3380,3231,44,471,84,72,42,126,51,67,149,642,119,771,706,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2022,1,2022-01-08,3151,3054,32,495,63,90,52,96,34,52,162,604,129,769,703,,,,,,,,,,,,,,,
01/26/2022,Pennsylvania,2022,2,2022-01-15,2320,2267,33,276,50,84,25,72,27,37,121,484,99,686,619,,,,,,,,,,,,,,,
01/26/2022,Rhode Island,2020,1,2020-01-04,225,205,,34,,17,,11,0,,,60,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Rhode Island,2020,2,2020-01-11,201,183,,40,,,,,0,,,47,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Rhode Island,2020,3,2020-01-18,204,190,,35,10,,,16,,,0,43,10,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Rhode Island,2020,4,2020-01-25,199,175,,28,10,,,,,,0,47,14,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Rhode Island,2020,5,2020-02-01,220,205,,44,11,12,,,,,0,53,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Rhode Island,2020,6,2020-02-08,244,221,,49,12,12,,12,,,,56,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
01/26/2022,Rhode Island,2020,7,2020-02-15,183,165,0,27,,13,,16,,,,37,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Rhode Island,2020,8,2020-02-22,206,193,0,48,,,,11,0,,,36,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
01/26/2022,Rhode Island,2020,9,2020-02-29,235,218,,43,,,,,,,,67,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
01/26/2022,Rhode Island,2020,10,2020-03-07,251,227,,52,,15,,12,0,0,0,61,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
01/26/2022,Rhode Island,2020,11,2020-03-14,196,180,,48,,,,17,,,,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
